uf,cod_org,org,cod_orgsup,orgsup,grupo_nucleo,n_ativos,mes_ref
,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,675,2025-12
,40106,ADVOCACIA-GERAL DA UNIAO,20101,PRESIDENCIA DA REPUBLICA,,5,2025-12
,44205,AGENCIA NACIONAL DE AGUAS,40211,MINISTERIO DO MEIO AMBIENTE,,97,2025-12
,52201,AGENCIA NACIONAL DE AVIACAO CIVIL,49100,MINISTERIO DE PORTOS E AEROPORTOS,,232,2025-12
,32200,AGENCIA NACIONAL DE ENERGIA ELETRICA,32000,MINISTERIO DE MINAS E ENERGIA,,160,2025-12
,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,136,2025-12
,36208,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,25000,MINISTERIO DA SAUDE,,156,2025-12
,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,208,2025-12
,39251,AGENCIA NACIONAL DE TRANSPORTES AQUAVIARIOS,49100,MINISTERIO DE PORTOS E AEROPORTOS,,75,2025-12
,39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,49200,MINISTERIO DOS TRANSPORTES,,149,2025-12
,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,224,2025-12
,20224,AGENCIA NACIONAL DO CINEMA,54100,MINISTERIO DA CULTURA,,62,2025-12
,32300,"AGENCIA NACIONAL DO PETROLEO, GAS NATURAL E BIOCOMBUSTIVEIS",32000,MINISTERIO DE MINAS E ENERGIA,,240,2025-12
,52233,AMAZONIA AZUL TECNOLOGIAS DE DEFESA S.A.,40105,MINISTERIO DA DEFESA,,9,2025-12
,35001,APEX-BRASIL,-1,SEM INFORMACAO,,1,2025-12
,25282,BANCO DO NORDESTE DO BRASIL,17000,MINISTERIO DA ECONOMIA,,2,2025-12
,45282,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL,17000,MINISTERIO DA ECONOMIA,,7,2025-12
,21201,CAIXA DE FINANCIAMENTO IMOBILIARIO DA AERONAUTICA,40115,MINISTERIO DA DEFESA,,5,2025-12
,25220,CAIXA ECONOMICA FEDERAL,-1,SEM INFORMACAO,,1,2025-12
,99015,CAMARA DOS DEPUTADOS,-1,SEM INFORMACAO,,111,2025-12
,25211,CASA DA MOEDA DO BRASIL,17000,MINISTERIO DA ECONOMIA,,2,2025-12
,26256,CENTRO FEDERAL DE EDUCACAO TECNOLOGICA CELSO SUCKOW DA FONSECA,15000,MINISTERIO DA EDUCACAO,IF,157,2025-12
,24209,CENTRO NACIONAL DE TECNOLOGIA ELETRONICA AVANCADA S.A.,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,3,2025-12
,21000,COMANDO DA AERONAUTICA,40115,MINISTERIO DA DEFESA,,246,2025-12
,70000,COMANDO DA MARINHA,40115,MINISTERIO DA DEFESA,,404,2025-12
,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,249,2025-12
,45203,COMISSAO DE VALORES MOBILIARIOS,17600,MINISTERIO DA FAZENDA,FAZ,97,2025-12
,40301,COMISSAO NACIONAL DE ENERGIA NUCLEAR,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,206,2025-12
,22200,COMPANHIA NACIONAL DE ABASTECIMENTO,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,5,2025-12
,38000,CONSELHO ADMINISTRATIVO DE DEFESA ECONOMICA,20000,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,,48,2025-12
,99901,CONSELHO DA JUSTICA FEDERAL,-1,SEM INFORMACAO,,3,2025-12
,40501,CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,49,2025-12
,17100,CONSELHO NACIONAL DE JUSTICA,-1,SEM INFORMACAO,,1,2025-12
,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,252,2025-12
,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,1,2025-12
,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,93,2025-12
,42204,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,40100,MIN DA INTEG E DO DESENV REGIONAL,,84,2025-12
,20415,EMPRESA BRASIL DE COMUNICACAO,20101,PRESIDENCIA DA REPUBLICA,,13,2025-12
,32314,EMPRESA DE PESQUISA ENERGETICA,32000,MINISTERIO DE MINAS E ENERGIA,,8,2025-12
,57203,EMPRESA DE PROCESSAMENTO DE DADOS DA PREVIDENCIA SOCIAL,23000,MINISTERIO DA PREVIDENCIA SOCIAL,,19,2025-12
,92012,EMPRESA GERENCIAL DE PROJETOS NAVAIS,40105,MINISTERIO DA DEFESA,,3,2025-12
,99990,ESTADOS / MUNICIPIOS / ADMINISTRACAO DIRETA AUTARQUICA E FUNDACIONAL,-1,SEM INFORMACAO,,228,2025-12
,99991,ESTADOS / MUNICIPIOS / EMPRESAS,-1,SEM INFORMACAO,,16664,2025-12
,20502,FINANCIADORA DE ESTUDOS E PROJETOS,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,4,2025-12
,40202,FUNCAO ESCOLA NACIONAL DE ADMINISTRACAO PUBLICA,17500,MIN GESTAO E INOV EM SERV PUBLICOS,,106,2025-12
,35201,FUNDACAO ALEXANDRE GUSMAO,35000,MINISTERIO DAS RELACOES EXTERIORES,,12,2025-12
,24205,FUNDACAO BIBLIOTECA NACIONAL,54100,MINISTERIO DA CULTURA,,42,2025-12
,26298,FUNDACAO COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR,15000,MINISTERIO DA EDUCACAO,,90,2025-12
,77000,FUNDACAO DE PREVIDENCIA COMPLEMENTAR DO SERVIDOR PUBLICO FEDERAL,20113,"MINISTERIO DO PLANEJAMENTO, DESENVOLVIMENTO E GESTAO",,13,2025-12
,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,696,2025-12
,57201,"FUNDACAO JORGE DUPRAT FIGUEIREDO, DE SEGURANCA E MEDICINA DO TRABALHO",33200,MINISTERIO DO TRABALHO E EMPREGO,,32,2025-12
,24203,FUNDACAO NACIONAL DE ARTES,54100,MINISTERIO DA CULTURA,,38,2025-12
,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,115,2025-12
,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,290,2025-12
,36201,FUNDACAO OSWALDO CRUZ,25000,MINISTERIO DA SAUDE,,358,2025-12
,26352,FUNDACAO UNIVERSIDADE FEDERAL DO ABC,15000,MINISTERIO DA EDUCACAO,UNIV,163,2025-12
,26266,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,15000,MINISTERIO DA EDUCACAO,UNIV,143,2025-12
,26106,FUNDO NACIONAL DE DESENVOLVIMENTO DA EDUCACAO,15000,MINISTERIO DA EDUCACAO,,113,2025-12
,17800,INST NAC DE TECN DA INFORMACAO,17500,MIN GESTAO E INOV EM SERV PUBLICOS,,18,2025-12
,42207,INSTITUTO BRASILEIRO DE MUSEUS,54100,MINISTERIO DA CULTURA,,121,2025-12
,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,117,2025-12
,45206,INSTITUTO DE PESQUISA ECONOMICA APLICADA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,,43,2025-12
,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,73,2025-12
,26404,INSTITUTO FEDERAL BAIANO,15000,MINISTERIO DA EDUCACAO,,249,2025-12
,26422,INSTITUTO FEDERAL CATARINENSE,15000,MINISTERIO DA EDUCACAO,,72,2025-12
,26413,INSTITUTO FEDERAL DO TRIANGULO MINEIRO,15000,MINISTERIO DA EDUCACAO,IF,146,2025-12
,26434,INSTITUTO FEDERAL FLUMINENSE,15000,MINISTERIO DA EDUCACAO,,182,2025-12
,26407,INSTITUTO FEDERAL GOIANO,15000,MINISTERIO DA EDUCACAO,,216,2025-12
,26436,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,15000,MINISTERIO DA EDUCACAO,,181,2025-12
,30204,INSTITUTO NACIONAL DA PROPRIEDADE INDUSTRIAL,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,288,2025-12
,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,269,2025-12
,26107,INSTITUTO NACIONAL DE ESTUDOS E PESQUISAS EDUCACIONAIS,15000,MINISTERIO DA EDUCACAO,,164,2025-12
,30203,"INSTITUTO NACIONAL DE METROLOGIA, QUALIDADE E TECNOLOGIA",17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,78,2025-12
,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,1121,2025-12
,99904,JUSTICA ELEITORAL,-1,SEM INFORMACAO,,4,2025-12
,40100,MIN DA INTEG E DO DESENV REGIONAL,-1,SEM INFORMACAO,,215,2025-12
,55100,MIN DESENV ASSIS SOCI FAMIL COMBATE FOME,-1,SEM INFORMACAO,,168,2025-12
,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,-1,SEM INFORMACAO,,141,2025-12
,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,93,2025-12
,81100,MIN DOS DIR HUM E DA CIDADANIA,-1,SEM INFORMACAO,,57,2025-12
,17700,MIN EMPREEND MICROEMP EMP PEQUENO PORTE,-1,SEM INFORMACAO,,27,2025-12
,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,850,2025-12
,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,540,2025-12
,13000,"MINISTERIO DA AGRICULTURA, PECUARIA E ABASTECIMENTO",-1,SEM INFORMACAO,,14,2025-12
,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",-1,SEM INFORMACAO,,306,2025-12
,54100,MINISTERIO DA CULTURA,-1,SEM INFORMACAO,,123,2025-12
,40115,MINISTERIO DA DEFESA,-1,SEM INFORMACAO,,236,2025-12
,17000,MINISTERIO DA ECONOMIA,-1,SEM INFORMACAO,,3,2025-12
,15000,MINISTERIO DA EDUCACAO,-1,SEM INFORMACAO,,429,2025-12
,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,1623,2025-12
,81300,MINISTERIO DA IGUALDADE RACIAL,-1,SEM INFORMACAO,,19,2025-12
,28000,"MINISTERIO DA INDUSTRIA, COMERCIO EXTERIOR E SERVICOS",-1,SEM INFORMACAO,,1,2025-12
,49000,MINISTERIO DA INFRAESTRUTURA,-1,SEM INFORMACAO,,8,2025-12
,20000,MINISTERIO DA JUSTICA E SEGURANCA PUBLICA,-1,SEM INFORMACAO,,269,2025-12
,13200,MINISTERIO DA PESCA E AQUICULTURA,-1,SEM INFORMACAO,,24,2025-12
,33100,MINISTERIO DA PREVIDENCIA SOCIAL,-1,SEM INFORMACAO,,115,2025-12
,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,826,2025-12
,40200,MINISTERIO DAS CIDADES,-1,SEM INFORMACAO,,139,2025-12
,56000,MINISTERIO DAS CIDADES,-1,SEM INFORMACAO,,1,2025-12
,41100,MINISTERIO DAS COMUNICACOES,-1,SEM INFORMACAO,,86,2025-12
,81200,MINISTERIO DAS MULHERES,-1,SEM INFORMACAO,,14,2025-12
,35000,MINISTERIO DAS RELACOES EXTERIORES,-1,SEM INFORMACAO,,350,2025-12
,32000,MINISTERIO DE MINAS E ENERGIA,-1,SEM INFORMACAO,,130,2025-12
,49100,MINISTERIO DE PORTOS E AEROPORTOS,-1,SEM INFORMACAO,,63,2025-12
,40112,MINISTERIO DO DESENVOLVIMENTO REGIONAL,-1,SEM INFORMACAO,,6,2025-12
,55000,MINISTERIO DO DESENVOLVIMENTO SOCIAL,-1,SEM INFORMACAO,,1,2025-12
,55200,MINISTERIO DO ESPORTE,-1,SEM INFORMACAO,,37,2025-12
,40211,MINISTERIO DO MEIO AMBIENTE,-1,SEM INFORMACAO,,128,2025-12
,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,-1,SEM INFORMACAO,,119,2025-12
,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,707,2025-12
,26000,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,16,2025-12
,33000,MINISTERIO DO TRABALHO E PREVIDENCIA,-1,SEM INFORMACAO,,2,2025-12
,54000,MINISTERIO DO TURISMO,-1,SEM INFORMACAO,,68,2025-12
,17200,MINISTERIO DOS POVOS INDIGENAS,-1,SEM INFORMACAO,,23,2025-12
,49200,MINISTERIO DOS TRANSPORTES,-1,SEM INFORMACAO,,101,2025-12
,90150,MINISTERIO PUBLICO DA UNIAO,-1,SEM INFORMACAO,,11,2025-12
,90200,MINISTERIO PUBLICO DO TRABALHO,-1,SEM INFORMACAO,,55,2025-12
,90100,MINISTERIO PUBLICO FEDERAL,-1,SEM INFORMACAO,,31,2025-12
,90300,MINISTERIO PUBLICO MILITAR,-1,SEM INFORMACAO,,21,2025-12
,20302,NUCLEBRAS EQUIPAMENTOS PESADOS,32000,MINISTERIO DE MINAS E ENERGIA,,4,2025-12
,91084,PETROBRAS - HOLDING,32000,MINISTERIO DE MINAS E ENERGIA,,4,2025-12
,-20,PODER EXECUTIVO FEDERAL,-20,PODER EXECUTIVO FEDERAL,,61,2025-12
,99054,PREFEITURA MUNICIPAL,-1,SEM INFORMACAO,,186,2025-12
,20101,PRESIDENCIA DA REPUBLICA,-1,SEM INFORMACAO,,573,2025-12
,99004,PROCURADORIA-GERAL DA REPUBLICA,-1,SEM INFORMACAO,,24,2025-12
,-1,SEM INFORMACAO,-1,SEM INFORMACAO,,1,2025-12
,99016,SENADO FEDERAL,-1,SEM INFORMACAO,,68,2025-12
,25207,SERVICO FEDERAL DE PROCESSAMENTO DE DADOS,17000,MINISTERIO DA ECONOMIA,,1,2025-12
,45208,SUPERINTENDENCIA DE SEGUROS PRIVADOS,17600,MINISTERIO DA FAZENDA,FAZ,38,2025-12
,53202,SUPERINTENDENCIA DO DESENVOLVIMENTO DA AMAZONIA,40100,MIN DA INTEG E DO DESENV REGIONAL,,61,2025-12
,53297,SUPERINTENDENCIA DO DESENVOLVIMENTO DO CENTRO-OESTE,40100,MIN DA INTEG E DO DESENV REGIONAL,,27,2025-12
,53203,SUPERINTENDENCIA DO DESENVOLVIMENTO DO NORDESTE,40100,MIN DA INTEG E DO DESENV REGIONAL,,38,2025-12
,33206,SUPERINTENDENCIA NACIONAL DE PREVIDENCIA COMPLEMENTAR,33100,MINISTERIO DA PREVIDENCIA SOCIAL,,41,2025-12
,00101,SUPERIOR TRIBUNAL DE JUSTICA,-1,SEM INFORMACAO,,27,2025-12
,10000,SUPREMO TRIBUNAL FEDERAL,-1,SEM INFORMACAO,,21,2025-12
,24100,TELEBRAS - TELECOM. BRASILEIRAS S.A.,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,1,2025-12
,90000,TRIBUNAL DE CONTAS DA UNIAO,-1,SEM INFORMACAO,,2,2025-12
,99133,TRIBUNAL DE JUSTICA,-1,SEM INFORMACAO,,12,2025-12
,99905,TRIBUNAL REGIONAL DO TRABALHO,-1,SEM INFORMACAO,,16,2025-12
,99050,TRIBUNAL REGIONAL DO TRABALHO - AL,-1,SEM INFORMACAO,,1,2025-12
,99070,TRIBUNAL REGIONAL DO TRABALHO - BA,-1,SEM INFORMACAO,,2,2025-12
,99003,TRIBUNAL REGIONAL DO TRABALHO - DF,-1,SEM INFORMACAO,,10,2025-12
,99042,TRIBUNAL REGIONAL DO TRABALHO - MS,-1,SEM INFORMACAO,,2,2025-12
,99052,TRIBUNAL REGIONAL DO TRABALHO - MT,-1,SEM INFORMACAO,,2,2025-12
,99100,TRIBUNAL REGIONAL DO TRABALHO DA 3A REGIAO,-1,SEM INFORMACAO,,1,2025-12
,99001,TRIBUNAL REGIONAL DO TRABALHO MG,-1,SEM INFORMACAO,,2,2025-12
,99023,TRIBUNAL REGIONAL ELEITORAL - AC,-1,SEM INFORMACAO,,1,2025-12
,99024,TRIBUNAL REGIONAL ELEITORAL - AL,-1,SEM INFORMACAO,,3,2025-12
,99025,TRIBUNAL REGIONAL ELEITORAL - AM,-1,SEM INFORMACAO,,5,2025-12
,00162,TRIBUNAL REGIONAL ELEITORAL - BA,-1,SEM INFORMACAO,,14,2025-12
,99026,TRIBUNAL REGIONAL ELEITORAL - CE,-1,SEM INFORMACAO,,16,2025-12
,99032,TRIBUNAL REGIONAL ELEITORAL - DF,-1,SEM INFORMACAO,,23,2025-12
,99018,TRIBUNAL REGIONAL ELEITORAL - ES,-1,SEM INFORMACAO,,1,2025-12
,00164,TRIBUNAL REGIONAL ELEITORAL - GO,-1,SEM INFORMACAO,,22,2025-12
,99027,TRIBUNAL REGIONAL ELEITORAL - MA,-1,SEM INFORMACAO,,7,2025-12
,99000,TRIBUNAL REGIONAL ELEITORAL - MG,-1,SEM INFORMACAO,,32,2025-12
,99012,TRIBUNAL REGIONAL ELEITORAL - MS,-1,SEM INFORMACAO,,15,2025-12
,00163,TRIBUNAL REGIONAL ELEITORAL - MT,-1,SEM INFORMACAO,,2,2025-12
,99029,TRIBUNAL REGIONAL ELEITORAL - PA,-1,SEM INFORMACAO,,7,2025-12
,99021,TRIBUNAL REGIONAL ELEITORAL - PB,-1,SEM INFORMACAO,,27,2025-12
,99030,TRIBUNAL REGIONAL ELEITORAL - PE,-1,SEM INFORMACAO,,39,2025-12
,99022,TRIBUNAL REGIONAL ELEITORAL - PI,-1,SEM INFORMACAO,,21,2025-12
,99017,TRIBUNAL REGIONAL ELEITORAL - PR,-1,SEM INFORMACAO,,1,2025-12
,99002,TRIBUNAL REGIONAL ELEITORAL - RJ,-1,SEM INFORMACAO,,10,2025-12
,99020,TRIBUNAL REGIONAL ELEITORAL - RN,-1,SEM INFORMACAO,,42,2025-12
,00167,TRIBUNAL REGIONAL ELEITORAL - RO,-1,SEM INFORMACAO,,43,2025-12
,00165,TRIBUNAL REGIONAL ELEITORAL - RS,-1,SEM INFORMACAO,,16,2025-12
,00168,TRIBUNAL REGIONAL ELEITORAL - SC,-1,SEM INFORMACAO,,4,2025-12
,99019,TRIBUNAL REGIONAL ELEITORAL - SE,-1,SEM INFORMACAO,,3,2025-12
,00166,TRIBUNAL REGIONAL ELEITORAL - SP,-1,SEM INFORMACAO,,5,2025-12
,99028,TRIBUNAL REGIONAL FEDERAL,-1,SEM INFORMACAO,,8,2025-12
,99034,TRIBUNAL REGIONAL FEDERAL DA 1A REGIAO - DF,-1,SEM INFORMACAO,,27,2025-12
,99069,TRIBUNAL REGIONAL FEDERAL DA 3A REGIAO - SP,-1,SEM INFORMACAO,,1,2025-12
,99053,TRIBUNAL REGIONAL FEDERAL DA 5A REGIAO - PE,-1,SEM INFORMACAO,,20,2025-12
,04000,TRIBUNAL SUPERIOR DO TRABALHO,-1,SEM INFORMACAO,,48,2025-12
,99047,TRIBUNAL SUPERIOR ELEITORAL,-1,SEM INFORMACAO,,8,2025-12
,26453,UNIVERSIDADE FEDERAL DE JATAI,15000,MINISTERIO DA EDUCACAO,UNIV,105,2025-12
,26247,UNIVERSIDADE FEDERAL DE SANTA MARIA - RS,15000,MINISTERIO DA EDUCACAO,UNIV,373,2025-12
,26280,UNIVERSIDADE FEDERAL DE SAO CARLOS - SP,15000,MINISTERIO DA EDUCACAO,UNIV,263,2025-12
,26282,UNIVERSIDADE FEDERAL DE VICOSA - MG,15000,MINISTERIO DA EDUCACAO,UNIV,268,2025-12
,26449,UNIVERSIDADE FEDERAL DO CARIRI - CE,15000,MINISTERIO DA EDUCACAO,UNIV,164,2025-12
,26254,UNIVERSIDADE FEDERAL DO TRIANGULO MINEIRO,15000,MINISTERIO DA EDUCACAO,UNIV,165,2025-12
,26230,UNIVERSIDADE FEDERAL DO VALE DO SAO FRANCISCO,15000,MINISTERIO DA EDUCACAO,UNIV,104,2025-12
,26236,UNIVERSIDADE FEDERAL FLUMINENSE - RJ,15000,MINISTERIO DA EDUCACAO,UNIV,304,2025-12
,26253,UNIVERSIDADE FEDERAL RURAL DA AMAZONIA,15000,MINISTERIO DA EDUCACAO,UNIV,84,2025-12
,26264,UNIVERSIDADE FEDERAL RURAL DO SEMI-ARIDO - RN,15000,MINISTERIO DA EDUCACAO,UNIV,112,2025-12
,49300,"VALEC ENGENHARIA, CONSTRUCOES E FERROVIAS S.A.",49200,MINISTERIO DOS TRANSPORTES,,29,2025-12
,20102,VICE PRESIDENCIA DA REPUBLICA,-1,SEM INFORMACAO,,16,2025-12
AC,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,19,2025-12
AC,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,2,2025-12
AC,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,3,2025-12
AC,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,2,2025-12
AC,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,18,2025-12
AC,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,16,2025-12
AC,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,18,2025-12
AC,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,17,2025-12
AC,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,10,2025-12
AC,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,19,2025-12
AC,93120,GOVERNO DO ESTADO DO ACRE,-1,SEM INFORMACAO,,6,2025-12
AC,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,60,2025-12
AC,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,30,2025-12
AC,24204,INSTITUTO DO PATRIMONIO HISTORICO E ARTISTICO NACIONAL,54100,MINISTERIO DA CULTURA,,3,2025-12
AC,26401,INSTITUTO FEDERAL DO ACRE,15000,MINISTERIO DA EDUCACAO,IF,796,2025-12
AC,26436,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,15000,MINISTERIO DA EDUCACAO,,1,2025-12
AC,42201,INSTITUTO NACIONAL DE COLONIZACAO E REFORMA AGRARIA,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,,81,2025-12
AC,57202,INSTITUTO NACIONAL DO SEGURO SOCIAL,33100,MINISTERIO DA PREVIDENCIA SOCIAL,INSS,59,2025-12
AC,13100,MIN DO DESENV AGR E AGRIC FAMILIAR,-1,SEM INFORMACAO,,1,2025-12
AC,17500,MIN GESTAO E INOV EM SERV PUBLICOS,-1,SEM INFORMACAO,,15,2025-12
AC,13300,MINISTERIO DA AGRICULTURA E PECUARIA,-1,SEM INFORMACAO,,15,2025-12
AC,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",-1,SEM INFORMACAO,,1,2025-12
AC,17600,MINISTERIO DA FAZENDA,-1,SEM INFORMACAO,FAZ,50,2025-12
AC,13200,MINISTERIO DA PESCA E AQUICULTURA,-1,SEM INFORMACAO,,1,2025-12
AC,25000,MINISTERIO DA SAUDE,-1,SEM INFORMACAO,,74,2025-12
AC,33200,MINISTERIO DO TRABALHO E EMPREGO,-1,SEM INFORMACAO,,16,2025-12
AC,40603,SUPERINTENDENCIA DA ZONA FRANCA DE MANAUS,17400,MIN DESENVOLV IND COMERCIO E SERVICOS,,2,2025-12
AC,26275,UNIVERSIDADE FEDERAL DO ACRE,15000,MINISTERIO DA EDUCACAO,UNIV,1367,2025-12
AC,26449,UNIVERSIDADE FEDERAL DO CARIRI - CE,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
AC,26269,UNIVERSIDADE FEDERAL DO ESTADO DO RIO DE JANEIRO,15000,MINISTERIO DA EDUCACAO,UNIV,2,2025-12
AC,26241,UNIVERSIDADE FEDERAL DO PARANA,15000,MINISTERIO DA EDUCACAO,UNIV,8,2025-12
AC,26448,UNIVERSIDADE FEDERAL DO SUL E SUDESTE DO PARA,15000,MINISTERIO DA EDUCACAO,UNIV,1,2025-12
AL,40116,ADVOCACIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,94,2025-12
AL,32396,AGENCIA NACIONAL DE MINERACAO,32000,MINISTERIO DE MINAS E ENERGIA,,4,2025-12
AL,41231,AGENCIA NACIONAL DE TELECOMUNICACOES,40108,"MINISTERIO DA CIENCIA, TECNOLOGIA, INOVACOES E COMUNICACOES",,8,2025-12
AL,39250,AGENCIA NACIONAL DE TRANSPORTES TERRESTRES,49200,MINISTERIO DOS TRANSPORTES,,2,2025-12
AL,36207,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,25000,MINISTERIO DA SAUDE,,4,2025-12
AL,70000,COMANDO DA MARINHA,40115,MINISTERIO DA DEFESA,,1,2025-12
AL,16000,COMANDO DO EXERCITO,40115,MINISTERIO DA DEFESA,,6,2025-12
AL,59000,CONTROLADORIA-GERAL DA UNIAO,-1,SEM INFORMACAO,,16,2025-12
AL,37000,DEFENSORIA PUBLICA DA UNIAO,-1,SEM INFORMACAO,,2,2025-12
AL,39252,DEPARTAMENTO NACIONAL DE INFRAESTRUTURA DE TRANSPORTES,49200,MINISTERIO DOS TRANSPORTES,,48,2025-12
AL,42204,DEPARTAMENTO NACIONAL DE OBRAS CONTRA AS SECAS,40100,MIN DA INTEG E DO DESENV REGIONAL,,9,2025-12
AL,40408,FUNDACAO CULTURAL PALMARES,54100,MINISTERIO DA CULTURA,,1,2025-12
AL,45205,FUNDACAO INSTITUTO BRASILEIRO DE GEOGRAFIA E ESTATISTICA,17300,MINISTERIO DO PLANEJAMENTO E ORCAMENTO,IBGE,55,2025-12
AL,36205,FUNDACAO NACIONAL DE SAUDE,25000,MINISTERIO DA SAUDE,,37,2025-12
AL,30202,FUNDACAO NACIONAL DO INDIO,17200,MINISTERIO DOS POVOS INDIGENAS,,19,2025-12
AL,94720,GOVERNO DO ESTADO DE ALAGOAS,-1,SEM INFORMACAO,,7,2025-12
AL,40701,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E RECURSOS NATURAIS RENOVAVEIS,40211,MINISTERIO DO MEIO AMBIENTE,,31,2025-12
AL,44207,INSTITUTO CHICO MENDES DE CONSERVACAO DA BIODIVERSIDADE,40211,MINISTERIO DO MEIO AMBIENTE,,9,2025-12
