uf_residencia,uf_upag,org_atuacao,grupo_nucleo,n_abono,mes_ref
RN,RN,DEPARTAMENTO DE POLICIA FEDERAL,,44,2025-12
RN,MT,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
RN,MA,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
RN,RO,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
RN,RN,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,4,2025-12
RN,RN,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,45,2025-12
RN,RN,DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS,,6,2025-12
RN,PE,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,29,2025-12
RN,RO,FUND. UNIVERSIDADE FEDERAL DE RONDONIA,UNIV,1,2025-12
RN,RN,FUNDACAO NACIONAL DE SAUDE,,16,2025-12
RN,RJ,FUNDACAO OSWALDO CRUZ,,1,2025-12
RN,DF,INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS,,11,2025-12
RN,DF,INSTITUTO CHICO MENDES CONSERV.BIODIVER.,,5,2025-12
RN,RN,INSTITUTO FEDERAL DO RIO GRANDE DO NORTE,IF,119,2025-12
RN,RN,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,,12,2025-12
RN,PE,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,63,2025-12
RN,DF,MIN GESTAO E INOV EM SERV PUBLICOS,,11,2025-12
RN,DF,MINIST. DA JUSTICA E SEGURANCA PUBLICA,,4,2025-12
RN,SP,MINISTERIO CIENCIA TECNOLOGIA INOVA,,6,2025-12
RN,DF,MINISTERIO DA AGRICULTURA E PECUARIA,,3,2025-12
RN,RN,MINISTERIO DA AGRICULTURA E PECUARIA,,12,2025-12
RN,DF,MINISTERIO DA FAZENDA,FAZ,8,2025-12
RN,PE,MINISTERIO DA FAZENDA,FAZ,43,2025-12
RN,CE,MINISTERIO DA FAZENDA,FAZ,1,2025-12
RN,DF,MINISTERIO DA PREVIDENCIA SOCIAL,,9,2025-12
RN,RN,MINISTERIO DA SAUDE,,186,2025-12
RN,DF,MINISTERIO DAS CIDADES,,2,2025-12
RN,DF,MINISTERIO DO TRABALHO E EMPREGO,,25,2025-12
RN,RJ,SUPERINTENDENCIA DE SEGUROS PRIVADOS,,1,2025-12
RN,RN,UNIVERSIDADE FED. DO RIO GRANDE DO NORTE,,830,2025-12
RN,RN,UNIVERSIDADE FED. RURAL DO SEMI-ARIDO,,24,2025-12
RN,PB,UNIVERSIDADE FEDERAL DA PARAIBA,UNIV,2,2025-12
RN,PB,UNIVERSIDADE FEDERAL DE CAMPINA GRANDE,UNIV,1,2025-12
RN,RS,UNIVERSIDADE FEDERAL DE SANTA MARIA,UNIV,1,2025-12
RN,RJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIV,2,2025-12
RO,DF,ADVOCACIA-GERAL DA UNIAO,,9,2025-12
RO,DF,AGENCIA NACIONAL DE MINERACAO,,3,2025-12
RO,DF,AGENCIA NACIONAL DE TELECOMUNICACOES,,2,2025-12
RO,RO,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,3,2025-12
RO,DF,COMANDO DA AERONAUTICA,,1,2025-12
RO,DF,COMANDO DO EXERCITO,,36,2025-12
RO,DF,CONTROLADORIA-GERAL DA UNIAO,,2,2025-12
RO,RO,DEPARTAMENTO DE POLICIA FEDERAL,,34,2025-12
RO,MS,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
RO,RO,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,5,2025-12
RO,RO,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,43,2025-12
RO,BA,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,1,2025-12
RO,DF,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,7,2025-12
RO,RO,FUND. UNIVERSIDADE FEDERAL DE RONDONIA,UNIV,125,2025-12
RO,RO,FUNDACAO NACIONAL DE SAUDE,,23,2025-12
RO,DF,FUNDACAO NACIONAL DOS POVOS INDIGENAS,,23,2025-12
RO,RJ,FUNDACAO OSWALDO CRUZ,,1,2025-12
RO,DF,INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS,,20,2025-12
RO,RJ,"INST.NAC.METROLOGIA,NORM.E QUAL.INDL.",,2,2025-12
RO,DF,INSTITUTO CHICO MENDES CONSERV.BIODIVER.,,3,2025-12
RO,RO,INSTITUTO FEDERAL DE RONDONIA,IF,17,2025-12
RO,RO,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,,43,2025-12
RO,DF,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,37,2025-12
RO,DF,MIN GESTAO E INOV EM SERV PUBLICOS,,3,2025-12
RO,AM,MINISTERIO CIENCIA TECNOLOGIA INOVA,,1,2025-12
RO,RO,MINISTERIO DA AGRICULTURA E PECUARIA,,26,2025-12
RO,DF,MINISTERIO DA AGRICULTURA E PECUARIA,,2,2025-12
RO,BA,MINISTERIO DA AGRICULTURA E PECUARIA,,7,2025-12
RO,PA,MINISTERIO DA FAZENDA,FAZ,45,2025-12
RO,DF,MINISTERIO DA FAZENDA,FAZ,28,2025-12
RO,DF,MINISTERIO DA PESCA E AQUICULTURA,,1,2025-12
RO,RO,MINISTERIO DA SAUDE,,90,2025-12
RO,DF,MINISTERIO DO TRABALHO E EMPREGO,,24,2025-12
RO,AM,SUPERINTENDENCIA ZONA FRANCA DE MANAUS,,7,2025-12
RR,DF,ADVOCACIA-GERAL DA UNIAO,,8,2025-12
RR,DF,AGENCIA BRASILEIRA DE INTELIGENCIA,,1,2025-12
RR,DF,AGENCIA NACIONAL DE MINERACAO,,2,2025-12
RR,RR,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,5,2025-12
RR,DF,COMANDO DO EXERCITO,,13,2025-12
RR,DF,CONTROLADORIA-GERAL DA UNIAO,,1,2025-12
RR,RR,DEPARTAMENTO DE POLICIA FEDERAL,,22,2025-12
RR,PR,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
RR,RR,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,1,2025-12
RR,RR,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,7,2025-12
RR,PA,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,1,2025-12
RR,PA,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,1,2025-12
RR,RR,FUNDACAO NACIONAL DE SAUDE,,15,2025-12
RR,DF,FUNDACAO NACIONAL DOS POVOS INDIGENAS,,12,2025-12
RR,DF,INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS,,7,2025-12
RR,RR,INSTITUTO FEDERAL DE RORAIMA,IF,41,2025-12
RR,RR,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,,18,2025-12
RR,DF,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,19,2025-12
RR,DF,MIN GESTAO E INOV EM SERV PUBLICOS,,16,2025-12
RR,RR,MINISTERIO DA AGRICULTURA E PECUARIA,,36,2025-12
RR,DF,MINISTERIO DA AGRICULTURA E PECUARIA,,2,2025-12
RR,MA,MINISTERIO DA AGRICULTURA E PECUARIA,,1,2025-12
RR,PA,MINISTERIO DA FAZENDA,FAZ,40,2025-12
RR,DF,MINISTERIO DA FAZENDA,FAZ,14,2025-12
RR,PE,MINISTERIO DA FAZENDA,FAZ,1,2025-12
RR,DF,MINISTERIO DA PESCA E AQUICULTURA,,1,2025-12
RR,RR,MINISTERIO DA SAUDE,,77,2025-12
RR,DF,MINISTERIO DAS COMUNICACOES,,1,2025-12
RR,DF,MINISTERIO DO TRABALHO E EMPREGO,,18,2025-12
RR,AM,SUPERINTENDENCIA ZONA FRANCA DE MANAUS,,2,2025-12
RR,RR,UNIVERSIDADE FEDERAL DE RORAIMA,UNIV,62,2025-12
RS,DF,ADVOCACIA-GERAL DA UNIAO,,37,2025-12
RS,DF,AGENCIA BRASILEIRA DE INTELIGENCIA,,4,2025-12
RS,DF,AGENCIA NACIONAL DE AVIACAO CIVIL,,3,2025-12
RS,DF,AGENCIA NACIONAL DE MINERACAO,,11,2025-12
RS,RJ,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,,1,2025-12
RS,DF,AGENCIA NACIONAL DE TELECOMUNICACOES,,3,2025-12
RS,RS,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,9,2025-12
RS,DF,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,1,2025-12
RS,DF,COMANDO DA AERONAUTICA,,16,2025-12
RS,RS,COMANDO DA MARINHA,,4,2025-12
RS,DF,COMANDO DO EXERCITO,,52,2025-12
RS,DF,CONTROLADORIA-GERAL DA UNIAO,,3,2025-12
RS,RS,DEPARTAMENTO DE POLICIA FEDERAL,,106,2025-12
RS,RS,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,16,2025-12
RS,RS,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,83,2025-12
RS,RS,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,28,2025-12
RS,RS,FUND.UNIV.FED.CIENC.SAUDE D PORTO ALEGRE,,30,2025-12
RS,RS,FUNDACAO NACIONAL DE SAUDE,,6,2025-12
RS,DF,FUNDACAO NACIONAL DOS POVOS INDIGENAS,,1,2025-12
RS,RS,FUNDACAO UNIVERSIDADE FEDERAL DE PELOTAS,UNIV,305,2025-12
RS,RS,FUNDACAO UNIVERSIDADE FEDERAL DO PAMPA,UNIV,40,2025-12
RS,DF,INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS,,5,2025-12
RS,RJ,"INST.NAC.METROLOGIA,NORM.E QUAL.INDL.",,1,2025-12
RS,DF,INSTITUTO BRASILEIRO DE MUSEUS,,1,2025-12
RS,DF,INSTITUTO CHICO MENDES CONSERV.BIODIVER.,,9,2025-12
RS,DF,INSTITUTO DO PATR.HIST.E ART. NACIONAL,,2,2025-12
RS,RS,INSTITUTO FEDERAL DO RIO GRANDE DO SUL,IF,47,2025-12
RS,RS,INSTITUTO FEDERAL FARROUPILHA,,33,2025-12
RS,RS,INSTITUTO FEDERAL SUL RIO-GRANDENSE,,129,2025-12
RS,RJ,INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL,,1,2025-12
RS,RS,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,,12,2025-12
RS,SC,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,146,2025-12
RS,DF,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,1,2025-12
RS,DF,MIN GESTAO E INOV EM SERV PUBLICOS,,6,2025-12
RS,DF,MINISTERIO DA AGRICULTURA E PECUARIA,,5,2025-12
RS,RS,MINISTERIO DA AGRICULTURA E PECUARIA,,50,2025-12
RS,DF,MINISTERIO DA FAZENDA,FAZ,24,2025-12
RS,RS,MINISTERIO DA FAZENDA,FAZ,216,2025-12
RS,SP,MINISTERIO DA FAZENDA,FAZ,4,2025-12
RS,PR,MINISTERIO DA FAZENDA,FAZ,3,2025-12
RS,DF,MINISTERIO DA PREVIDENCIA SOCIAL,,16,2025-12
RS,RS,MINISTERIO DA SAUDE,,106,2025-12
RS,SC,MINISTERIO DA SAUDE,,3,2025-12
RS,DF,MINISTERIO DAS CIDADES,,1,2025-12
RS,DF,MINISTERIO DAS RELACOES EXTERIORES,,4,2025-12
RS,DF,MINISTERIO DO TRABALHO E EMPREGO,,33,2025-12
RS,DF,MINISTERIO DOS TRANSPORTES,,3,2025-12
RS,RS,UNIVERSIDADE FED. DO RIO GRANDE DO SUL,,872,2025-12
RS,SC,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UNIV,7,2025-12
RS,RS,UNIVERSIDADE FEDERAL DE SANTA MARIA,UNIV,633,2025-12
RS,RS,UNIVERSIDADE FEDERAL DO RIO GRANDE,UNIV,182,2025-12
SC,DF,ADVOCACIA-GERAL DA UNIAO,,29,2025-12
SC,DF,AGENCIA NAC. DE TRANSPORTES TERRESTRES,,1,2025-12
SC,DF,AGENCIA NACIONAL DE MINERACAO,,12,2025-12
SC,DF,AGENCIA NACIONAL DE TELECOMUNICACOES,,4,2025-12
SC,SC,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,6,2025-12
SC,DF,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,1,2025-12
SC,SC,COMANDO DA MARINHA,,4,2025-12
SC,DF,COMANDO DO EXERCITO,,36,2025-12
SC,DF,CONTROLADORIA-GERAL DA UNIAO,,6,2025-12
SC,SC,DEPARTAMENTO DE POLICIA FEDERAL,,45,2025-12
SC,RS,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
SC,MT,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
SC,MS,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
SC,SC,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,9,2025-12
SC,PR,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,1,2025-12
SC,SC,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,46,2025-12
SC,RS,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,1,2025-12
SC,SC,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,12,2025-12
SC,SP,FUND.JORGE DUPRAT FIG. SEG. MED.TRABALHO,,1,2025-12
SC,SC,FUNDACAO NACIONAL DE SAUDE,,5,2025-12
SC,DF,FUNDACAO NACIONAL DOS POVOS INDIGENAS,,3,2025-12
SC,RJ,FUNDACAO OSWALDO CRUZ,,1,2025-12
SC,SP,FUNDACAO UNIVERSIDADE FEDERAL DO ABC,UNIV,1,2025-12
SC,DF,INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS,,9,2025-12
SC,DF,INSTITUTO CHICO MENDES CONSERV.BIODIVER.,,6,2025-12
SC,SC,INSTITUTO FEDERAL CATARINENSE,,56,2025-12
SC,SC,INSTITUTO FEDERAL DE SANTA CATARINA,IF,83,2025-12
SC,PR,INSTITUTO FEDERAL DO PARANA,IF,1,2025-12
SC,SC,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,,10,2025-12
SC,RJ,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,1,2025-12
SC,SC,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,89,2025-12
SC,DF,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,3,2025-12
SC,DF,MIN GESTAO E INOV EM SERV PUBLICOS,,8,2025-12
SC,SC,MIN GESTAO E INOV EM SERV PUBLICOS,,1,2025-12
SC,PR,MINISTERIO DA AGRICULTURA E PECUARIA,,1,2025-12
SC,SC,MINISTERIO DA AGRICULTURA E PECUARIA,,23,2025-12
SC,DF,MINISTERIO DA AGRICULTURA E PECUARIA,,6,2025-12
SC,DF,MINISTERIO DA EDUCACAO,,1,2025-12
SC,PR,MINISTERIO DA FAZENDA,FAZ,111,2025-12
SC,DF,MINISTERIO DA FAZENDA,FAZ,8,2025-12
SC,RS,MINISTERIO DA FAZENDA,FAZ,2,2025-12
SC,SP,MINISTERIO DA FAZENDA,FAZ,1,2025-12
SC,MG,MINISTERIO DA FAZENDA,FAZ,1,2025-12
SC,RJ,MINISTERIO DA FAZENDA,FAZ,1,2025-12
SC,DF,MINISTERIO DA PESCA E AQUICULTURA,,1,2025-12
SC,DF,MINISTERIO DA PREVIDENCIA SOCIAL,,6,2025-12
SC,SC,MINISTERIO DA SAUDE,,39,2025-12
SC,DF,MINISTERIO DAS RELACOES EXTERIORES,,1,2025-12
SC,DF,MINISTERIO DE PORTOS E AEROPORTOS,,1,2025-12
SC,DF,MINISTERIO DO TRABALHO E EMPREGO,,24,2025-12
SC,DF,MINISTERIO DOS TRANSPORTES,,1,2025-12
SC,RJ,SUPERINTENDENCIA DE SEGUROS PRIVADOS,,1,2025-12
SC,AM,SUPERINTENDENCIA ZONA FRANCA DE MANAUS,,1,2025-12
SC,RS,UNIVERSIDADE FED. DO RIO GRANDE DO SUL,,1,2025-12
SC,SC,UNIVERSIDADE FEDERAL DA FRONTEIRA SUL,UNIV,8,2025-12
SC,SC,UNIVERSIDADE FEDERAL DE SANTA CATARINA,UNIV,593,2025-12
SC,MG,UNIVERSIDADE FEDERAL DE VICOSA,UNIV,1,2025-12
SC,AC,UNIVERSIDADE FEDERAL DO ACRE,UNIV,1,2025-12
SC,ES,UNIVERSIDADE FEDERAL DO ESPIRITO SANTO,UNIV,1,2025-12
SC,PA,UNIVERSIDADE FEDERAL DO PARA,UNIV,1,2025-12
SC,PR,UNIVERSIDADE FEDERAL DO PARANA,UNIV,1,2025-12
SE,DF,ADVOCACIA-GERAL DA UNIAO,,14,2025-12
SE,RJ,AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI,,1,2025-12
SE,DF,AGENCIA NACIONAL DE MINERACAO,,1,2025-12
SE,DF,AGENCIA NACIONAL DE TELECOMUNICACOES,,4,2025-12
SE,SE,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,5,2025-12
SE,BA,COMANDO DA MARINHA,,1,2025-12
SE,DF,COMANDO DO EXERCITO,,3,2025-12
SE,DF,CONTROLADORIA-GERAL DA UNIAO,,3,2025-12
SE,SE,DEPARTAMENTO DE POLICIA FEDERAL,,24,2025-12
SE,SE,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,5,2025-12
SE,SE,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,19,2025-12
SE,SE,DEPTO. NACIONAL DE OBRAS CONTRA AS SECAS,,4,2025-12
SE,BA,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,8,2025-12
SE,SE,FUNDACAO NACIONAL DE SAUDE,,9,2025-12
SE,DF,FUNDACAO NACIONAL DOS POVOS INDIGENAS,,1,2025-12
SE,SE,FUNDACAO UNIVERSIDADE FEDERAL DE SERGIPE,UNIV,234,2025-12
SE,DF,INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS,,2,2025-12
SE,DF,INSTITUTO CHICO MENDES CONSERV.BIODIVER.,,3,2025-12
SE,SE,INSTITUTO FEDERAL DE SERGIPE,IF,72,2025-12
SE,SE,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,,14,2025-12
SE,DF,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,,1,2025-12
SE,PE,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,47,2025-12
SE,DF,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,1,2025-12
SE,DF,MIN GESTAO E INOV EM SERV PUBLICOS,,4,2025-12
SE,SE,MINISTERIO DA AGRICULTURA E PECUARIA,,4,2025-12
SE,DF,MINISTERIO DA AGRICULTURA E PECUARIA,,2,2025-12
SE,DF,MINISTERIO DA EDUCACAO,,1,2025-12
SE,BA,MINISTERIO DA FAZENDA,FAZ,18,2025-12
SE,DF,MINISTERIO DA FAZENDA,FAZ,3,2025-12
SE,DF,MINISTERIO DA PREVIDENCIA SOCIAL,,2,2025-12
SE,SE,MINISTERIO DA SAUDE,,102,2025-12
SE,AL,MINISTERIO DA SAUDE,,2,2025-12
SE,DF,MINISTERIO DO TRABALHO E EMPREGO,,29,2025-12
SE,RJ,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,UNIV,1,2025-12
SP,DF,ADVOCACIA-GERAL DA UNIAO,,61,2025-12
SP,DF,AGENCIA BRASILEIRA DE INTELIGENCIA,,3,2025-12
SP,RJ,AGENCIA NAC PETROLEO GAS NAT BIOCOMBUSTI,,7,2025-12
SP,DF,AGENCIA NAC. DE TRANSPORTES AQUAVIARIOS,,2,2025-12
SP,DF,AGENCIA NAC. DE TRANSPORTES TERRESTRES,,8,2025-12
SP,DF,AGENCIA NACIONAL DE AVIACAO CIVIL,,12,2025-12
SP,DF,AGENCIA NACIONAL DE ENERGIA ELETRICA,,2,2025-12
SP,DF,AGENCIA NACIONAL DE MINERACAO,,7,2025-12
SP,RJ,AGENCIA NACIONAL DE SAUDE SUPLEMENTAR,,1,2025-12
SP,DF,AGENCIA NACIONAL DE TELECOMUNICACOES,,8,2025-12
SP,SP,AGENCIA NACIONAL DE VIGILANCIA SANITARIA,,15,2025-12
SP,SP,COMANDO DA AERONAUTICA,,276,2025-12
SP,DF,COMANDO DA AERONAUTICA,,29,2025-12
SP,SP,COMANDO DA MARINHA,,12,2025-12
SP,BA,COMANDO DA MARINHA,,1,2025-12
SP,DF,COMANDO DO EXERCITO,,26,2025-12
SP,RJ,COMISSAO DE VALORES MOBILIARIOS,,5,2025-12
SP,SP,COMISSAO NACIONAL DE ENERGIA NUCLEAR,,301,2025-12
SP,RJ,COMISSAO NACIONAL DE ENERGIA NUCLEAR,,5,2025-12
SP,DF,CONSELHO NAC.DE DESEN.CIEN.E TECNOLOGICO,,1,2025-12
SP,DF,CONTROLADORIA-GERAL DA UNIAO,,9,2025-12
SP,SP,DEPARTAMENTO DE POLICIA FEDERAL,,182,2025-12
SP,DF,DEPARTAMENTO DE POLICIA FEDERAL,,3,2025-12
SP,AP,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
SP,SP,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,4,2025-12
SP,SP,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,68,2025-12
SP,MS,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,7,2025-12
SP,MG,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,1,2025-12
SP,SP,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,69,2025-12
SP,GO,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,1,2025-12
SP,RJ,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,2,2025-12
SP,SP,FUND.JORGE DUPRAT FIG. SEG. MED.TRABALHO,,14,2025-12
SP,RJ,FUNDACAO NACIONAL DE ARTES,,2,2025-12
SP,SP,FUNDACAO NACIONAL DE SAUDE,,6,2025-12
SP,DF,FUNDACAO NACIONAL DOS POVOS INDIGENAS,,3,2025-12
SP,RJ,FUNDACAO OSWALDO CRUZ,,1,2025-12
SP,DF,FUNDACAO UNIVERSIDADE DE BRASILIA,UNIV,1,2025-12
SP,AM,FUNDACAO UNIVERSIDADE DO AMAZONAS,UNIV,1,2025-12
SP,TO,FUNDACAO UNIVERSIDADE FED. DO TOCANTINS,UNIV,1,2025-12
SP,SP,FUNDACAO UNIVERSIDADE FEDERAL DO ABC,UNIV,43,2025-12
SP,DF,INST. BR. MEIO AMB. REC. NAT. RENOVAVEIS,,11,2025-12
SP,RJ,"INST.NAC.METROLOGIA,NORM.E QUAL.INDL.",,2,2025-12
SP,DF,INSTITUTO BRASILEIRO DE MUSEUS,,2,2025-12
SP,DF,INSTITUTO CHICO MENDES CONSERV.BIODIVER.,,13,2025-12
SP,DF,INSTITUTO DO PATR.HIST.E ART. NACIONAL,,5,2025-12
SP,SP,INSTITUTO FEDERAL DE SAO PAULO,IF,111,2025-12
SP,PR,INSTITUTO FEDERAL DO PARANA,IF,1,2025-12
SP,RJ,INSTITUTO FEDERAL DO RIO DE JANEIRO,IF,1,2025-12
SP,MG,INSTITUTO FEDERAL DO SUL DE MINAS GERAIS,IF,1,2025-12
SP,RJ,INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL,,4,2025-12
SP,SP,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,,13,2025-12
SP,DF,INSTITUTO NAC. DE COLONIZ E REF AGRARIA,,2,2025-12
SP,SP,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,537,2025-12
SP,DF,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,8,2025-12
SP,SC,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,1,2025-12
SP,RJ,INSTITUTO NACIONAL DE SEGURO SOCIAL,INSS,1,2025-12
SP,DF,MIN DA INTEG E DO DESENV REGIONAL,,1,2025-12
SP,SP,MIN GESTAO E INOV EM SERV PUBLICOS,,1,2025-12
SP,DF,MIN GESTAO E INOV EM SERV PUBLICOS,,26,2025-12
SP,DF,MINIST. DA JUSTICA E SEGURANCA PUBLICA,,1,2025-12
SP,SP,MINISTERIO CIENCIA TECNOLOGIA INOVA,,193,2025-12
SP,DF,MINISTERIO CIENCIA TECNOLOGIA INOVA,,1,2025-12
SP,DF,MINISTERIO DA AGRICULTURA E PECUARIA,,2,2025-12
SP,SP,MINISTERIO DA AGRICULTURA E PECUARIA,,95,2025-12
SP,DF,MINISTERIO DA CULTURA,,2,2025-12
SP,DF,MINISTERIO DA EDUCACAO,,2,2025-12
SP,RJ,MINISTERIO DA EDUCACAO,,1,2025-12
SP,SP,MINISTERIO DA FAZENDA,FAZ,639,2025-12
SP,MG,MINISTERIO DA FAZENDA,FAZ,5,2025-12
SP,DF,MINISTERIO DA FAZENDA,FAZ,58,2025-12
SP,PE,MINISTERIO DA FAZENDA,FAZ,1,2025-12
SP,PR,MINISTERIO DA FAZENDA,FAZ,9,2025-12
SP,BA,MINISTERIO DA FAZENDA,FAZ,1,2025-12
SP,RJ,MINISTERIO DA FAZENDA,FAZ,3,2025-12
SP,DF,MINISTERIO DA PREVIDENCIA SOCIAL,,61,2025-12
SP,SP,MINISTERIO DA SAUDE,,293,2025-12
SP,PR,MINISTERIO DA SAUDE,,4,2025-12
SP,DF,MINISTERIO DA SAUDE,,1,2025-12
SP,RJ,MINISTERIO DA SAUDE,,2,2025-12
SP,RS,MINISTERIO DA SAUDE,,1,2025-12
SP,DF,MINISTERIO DAS RELACOES EXTERIORES,,5,2025-12
SP,DF,MINISTERIO DE PORTOS E AEROPORTOS,,4,2025-12
SP,DF,MINISTERIO DO MEIO AMBIENTE,,1,2025-12
SP,DF,MINISTERIO DO TRABALHO E EMPREGO,,115,2025-12
SP,RJ,SUPERINTENDENCIA DE SEGUROS PRIVADOS,,2,2025-12
SP,AM,SUPERINTENDENCIA ZONA FRANCA DE MANAUS,,1,2025-12
SP,MG,UNI.FED.VALES DO JEQUITINHONHA E MUCURI,,1,2025-12
SP,MS,UNIV. FEDERAL DE MATO GROSSO DO SUL,UNIV,2,2025-12
SP,RJ,UNIV. FEDERAL RURAL DO RIO DE JANEIRO,UNIV,1,2025-12
SP,PR,UNIVERS. TECNOLOGICA FEDERAL DO PARANA,,3,2025-12
SP,RJ,UNIVERSIDADE DO RIO DE JANEIRO,,1,2025-12
SP,RN,UNIVERSIDADE FED. DO RIO GRANDE DO NORTE,,1,2025-12
SP,MG,UNIVERSIDADE FED.DO TRIANGULO MINEIRO,,1,2025-12
SP,MG,UNIVERSIDADE FEDERAL DE ITAJUBA,UNIV,2,2025-12
SP,MG,UNIVERSIDADE FEDERAL DE MINAS GERAIS,UNIV,1,2025-12
SP,SP,UNIVERSIDADE FEDERAL DE SAO CARLOS,UNIV,243,2025-12
SP,SP,UNIVERSIDADE FEDERAL DE SAO PAULO,UNIV,471,2025-12
SP,RJ,UNIVERSIDADE FEDERAL FLUMINENSE,UNIV,1,2025-12
TO,DF,ADVOCACIA-GERAL DA UNIAO,,3,2025-12
TO,DF,AGENCIA NACIONAL DE MINERACAO,,1,2025-12
TO,TO,DEPARTAMENTO DE POLICIA FEDERAL,,14,2025-12
TO,GO,DEPARTAMENTO DE POLICIA FEDERAL,,1,2025-12
TO,TO,DEPARTAMENTO NAC.DE INFRAEST. DE TRANSP.,,2,2025-12
TO,PA,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,1,2025-12
TO,TO,DEPTO. DE POLICIA RODOVIARIA FEDERAL,,10,2025-12
TO,DF,FUND. INST. BRASIL. GEOG. E ESTATISTICA,,2,2025-12
TO,TO,FUNDACAO NACIONAL DE SAUDE,,12,2025-12
TO,DF,FUNDACAO NACIONAL DOS POVOS INDIGENAS,,12,2025-12
